id,english,french,german,spanish,japanese,koreana,polish,portuguese,russian,schinese,tchinese
miss-battle-action-description,Attacking but not hitting your target|\n|<696969>Missing 10 times will end your turn,Une attaque qui ne touche pas sa cible.|\n|<696969>dix coups ratés mettent fin à votre tour.,Angreifen; aber das Ziel nicht treffen|\n|<696969>10-maliges Verfehlen beendet deine Runde,Un ataque que no acierta el objetivo.|\n|<696969>Si fallas 10 veces; se acaba tu turno.,攻撃が対象にヒットしない|\n|<696969>10回失敗するとターン終了,공격 시 대상을 타격하지 못하는 것입니다|\n|<696969>10번 빗나가면 플레이어의 턴이 종료됩니다,Atak; który nie dosięga celu|\n|<696969>Chybienie 10 razy kończy turę,Seus ataques não atingem o alvo|\n|<696969>Errar 10 vezes encerrará seu turno,Атаки не попадают по цели|\n|<696969>После 10 промахов ход заканчивается,进行攻击但没有命中目标|\n|<696969>丢失10次将结束你的回合,攻擊但未擊中目標|\n|<696969>錯過10次將結束你的回合
arcane-roulette-ability-description,Every time your |[magic-shield]| breaks; attack a random|\n|enemy|\n|\n|<696969>ACTIVATION CONDITION: have an active |[magic-shield],Chaque fois que votre |[magic-shield]| se brise; attaquez une|\n|cible aléatoire\n|<696969>CONDITION D’ACTIVATION: avoir un |[magic-shield]| actif,Jedes Mal; wenn dein |[magic-shield]| zerbricht; greife ein|\n|zufälliges Ziel an\n|<696969>AKTIVIERUNGSBEDINGUNG: ein aktives |[magic-shield]| besitzen,Cada vez que tu |[magic-shield]| se rompa; ataca a un|\n|objetivo aleatorio\n|<696969>CONDICIÓN DE ACTIVACIÓN: tener un |[magic-shield]| activo,|[magic-shield]| が壊れるたびに; ランダムな|\n|対象を攻撃\n|<696969>発動条件: |[magic-shield]| を展開中である,|[magic-shield]| 이 깨질 때마다; 무작위|\n|대상을 공격\n|<696969>발동 조건: 활성 |[magic-shield]| 보유,Za każdym razem; gdy twój |[magic-shield]| pęka; atakujesz|\n|losowy cel\n|<696969>WARUNEK AKTYWACJI: posiadane aktywne |[magic-shield]|,Sempre que seu |[magic-shield]| se quebrar; ataque um|\n|alvo aleatório\n|<696969>CONDIÇÃO DE ATIVAÇÃO: ter um |[magic-shield]| ativo,Каждый раз; когда ломается ваш |[magic-shield]|; атакуется|\n|случайная цель\n|<696969>УСЛОВИЕ АКТИВАЦИИ: активный |[magic-shield]|,每当你的 |[magic-shield]| 破裂时; 攻击一个|\n|随机目标\n|<696969>触发条件: 拥有一个激活的 |[magic-shield]|,每當你的 |[magic-shield]| 破裂時; 攻擊一個|\n|隨機目標\n|<696969>啟動條件: 擁有啟動中的 |[magic-shield]|
astral-dissolution-ability-description,Remove all buffs from the target,Supprime tous les effets positifs de la cible,Entferne alle Buffs vom Ziel,Elimina todos los efectos positivos del objetivo.,対象からのすべてのバフを解除,대상으로부터 모든 버프를 제거합니다,Usuwasz wszystkie wzmocnienia celu,Remova todas as vantagens do alvo,Снимает все положительные эффекты с цели,从目标处移除所有增益,從目標處移除所有增益
barrier-ability-description,Gain a |[magic-shield],Confère un |[magic-shield],Ein |[magic-shield]| für dich,Otorga un |[magic-shield],[magic-shield]|を獲得,[magic-shield]|를 얻습니다,Zapewnia efekt |[magic-shield],Ganhe um |[magic-shield],Дает |[magic-shield],获得|[magic-shield],獲得|[magic-shield]
bloodlust-aura-ability-description,Apply |[madness]| to all enemies|\n|<696969>ACTIVATION CONDITION: |[heal]|<696969> 25% of|\n|<696969>your |[max-health]|<696969> in one turn,Appliquez |[madness]| à tous les ennemis|\n|<696969>CONDITION D'ACTIVATION: |[heal]|<696969> 25 % de|\n|<696969>votre |[max-health]|<696969> en un tour,Wende |[madness]| auf alle Gegner an|\n|<696969>AKTIVIERUNGSBEDINGUNG: |[heal]|<696969> 25 % von|\n|<696969>deiner |[max-health]|<696969> in einer Runde,Aplica |[madness]| a todos los enemigos|\n|<696969>CONDICIÓN DE ACTIVACIÓN: |[heal]|<696969> el 25 % de|\n|<696969>tu |[max-health]|<696969> en un turno,全ての敵に|[madness]|を付与|\n|<696969>発動条件: 1ターン内に|[heal]|<696969> 自分の|[max-health]|<696969>の25%,모든 적에게 |[madness]| 적용|\n|<696969>발동 조건: 한 턴에 |[heal]|<696969> 자신의 |[max-health]|<696969> 25%,Zastosuj |[madness]| na wszystkich wrogach|\n|<696969>WARUNEK AKTYWACJI: w jednej turze |[heal]|<696969> 25%|\n|<696969>twojej |[max-health]|<696969>,Aplique |[madness]| a todos os inimigos|\n|<696969>CONDIÇÃO DE ATIVAÇÃO: em um turno |[heal]|<696969> 25%|\n|<696969>da sua |[max-health]|<696969>,Наложите |[madness]| на всех врагов|\n|<696969>УСЛОВИЕ АКТИВАЦИИ: за один ход |[heal]|<696969> 25%|\n|<696969>ориентир — ваша |[max-health]|<696969>,对所有敌人施加|[madness]||\n|<696969>激活条件: 在一回合内 |[heal]|<696969> 你|[max-health]|<696969>的25%,對所有敵人施加|[madness]||\n|<696969>啟動條件: 在一回合內 |[heal]|<696969> 你的|[max-health]|<696969>25%
burden-of-power-ability-description,Steal 75% attack damage from all enemies with |[fear]|\n|at the start of the turn|\n|<696969>ACTIVATION CONDITION: Applied |[fear]|<696969> on an enemy,Volez 75 % des dégâts d'attaque à tous les ennemis avec |[fear]|\n|au début du tour|\n|<696969>CONDITION D'ACTIVATION: |[fear]|<696969> appliqué sur un ennemi,Stiehl 75 % Angriffsschaden von allen Gegnern mit |[fear]|\n|zu Beginn der Runde|\n|<696969>AKTIVIERUNGSBEDINGUNG: |[fear]|<696969> auf einen Gegner angewendet,Roba el 75 % del daño de ataque a todos los enemigos con |[fear]|\n|al inicio del turno|\n|<696969>CONDICIÓN DE ACTIVACIÓN: |[fear]|<696969> aplicado a un enemigo,ターン開始時; |[fear]|が付与された全ての敵から攻撃ダメージの75%を奪う|\n||\n|<696969>発動条件: 敵に|[fear]|<696969>を付与,턴 시작 시; |[fear]|이 있는 모든 적에게서 공격 피해의 75%를 훔침|\n||\n|<696969>발동 조건: 적에게 |[fear]|<696969> 적용됨,Na początku tury ukradnij 75% obrażeń od ataku wszystkim wrogom; na których jest |[fear]||\n||\n|<696969>WARUNEK AKTYWACJI: nałożono |[fear]|<696969> na wroga,No início do turno; roube 75% do dano de ataque de todos os inimigos; nos quais há |[fear]||\n||\n|<696969>CONDIÇÃO DE ATIVAÇÃO: |[fear]|<696969> aplicado em um inimigo,В начале хода украдьте 75% урона атаки у всех врагов; на которых есть |[fear]||\n||\n|<696969>УСЛОВИЕ АКТИВАЦИИ: на врага наложено |[fear]|<696969>,回合开始时; 从所有带有|[fear]|的敌人处窃取75%的攻击伤害|\n||\n|<696969>激活条件: 已在一名敌人身上施加|[fear]|<696969>,回合開始時; 從所有帶有|[fear]|的敵人處竊取75%的攻擊傷害|\n||\n|<696969>啟動條件: 已在一名敵人身上施加|[fear]|<696969>
confusion-strike-ability-description,Apply 2 stacks of |[confusion]| on hit,Inflige 2 cumuls de |[confusion]| sur une attaque réussie,Wende bei einem Treffer 2 Stapel |[confusion]| an,Acumula 2 unidades de |[confusion]| al acertar.,ヒット時|[confusion]|を2スタック付与,명중 시 |[confusion]| 2 스택을 적용합니다,Wywołuje przy trafieniu 2 kumulacje efektu |[confusion]|,Aplique 2 acúmulos de |[confusion]| ao atingir,[confusion]| +2 заряда при попадании,命中时施加2层|[confusion]|叠加,命中時施加2層|[confusion]|疊加
death-strike-ability-description,Gain 100% |[crit-chance]|\n|this turn,Vous gagnez 100 % de |[crit-chance]|\n|ce tour-ci,Erhalte in dieser Runde|\n|100 % |[crit-chance],Otorga 100 % de |[crit-chance]|\n|este turno.,このターン、\n|100% |[crit-chance]|を獲得,이번 턴에 100% |[crit-chance]|\n|획득,Zyskujesz 100% statystyki |[crit-chance]|\n|do końca tury,Ganhe 100% de |[crit-chance]|\n|neste turno,[crit-chance]| +100%|\n|на этом ходу,本回合获得|\n|100%|[crit-chance],本回合獲得|\n|100%|[crit-chance]
drain-react-ability-description,Apply 5 stacks of |[enervation]| to all enemies|\n|<696969>ACTIVATION CONDITION: receive a hit from an enemy with |[poison],Appliquez 5 charges de |[enervation]| à tous les ennemis|\n|<696969>CONDITION D'ACTIVATION: subir un coup d'un ennemi avec |[poison]|,Füge allen Gegnern 5 Stapel |[enervation]| zu|\n|<696969>AKTIVIERUNGSBEDINGUNG: einen Treffer von einem Gegner mit |[poison]| erhalten,Aplica 5 acumulaciones de |[enervation]| a todos los enemigos|\n|<696969>CONDICIÓN DE ACTIVACIÓN: recibir un golpe de un enemigo con |[poison]|,全ての敵に|[enervation]|を5スタック付与|\n|<696969>発動条件: |[poison]|を持つ敵から攻撃を受ける,모든 적에게 |[enervation]| 5중첩 적용|\n|<696969>발동 조건: |[poison]|이 있는 적에게 피격,Zastosuj 5 ładunków |[enervation]| na wszystkich wrogach|\n|<696969>WARUNEK AKTYWACJI: otrzymać cios od wroga z |[poison]|,Aplique 5 acúmulos de |[enervation]| a todos os inimigos|\n|<696969>CONDIÇÃO DE ATIVAÇÃO: receber um golpe de um inimigo com |[poison]|,Наложите на всех врагов 5 ед. |[enervation]||\n|<696969>УСЛОВИЕ АКТИВАЦИИ: получить удар от врага; на котором есть |[poison]|,对所有敌人施加5层|[enervation]||\n|<696969>激活条件: 受到一名带有|[poison]|的敌人的攻击,對所有敵人施加5層|[enervation]||\n|<696969>啟動條件: 受到一名帶有|[poison]|的敵人的攻擊
drop-of-chaos-ability-description,Apply a random debuff on your target,Inflige un effet négatif aléatoire à votre cible.,Wende einen zufälligen Debuff auf dein Ziel an,Provoca un efecto negativo aleatorio al objetivo.,対象にランダムなデバフを付与,대상에게 무작위 디버프를 적용합니다,Wywołuje u celu losowy negatywny efekt,Inflija uma desvantagem aleatória ao seu alvo,Накладывает случайный отрицательный эффект на цель,对目标施加随机减益,對目標施加隨機減益
enchanted-attack-ability-description,Gain +100% attack damage this turn,Gagnez +100 % de dégâts d'attaque ce tour.,Erhalte diese Runde +100 % Angriffsschaden,Otorga +100 % de daño de ataque en este turno.,このターンで攻撃ダメージ100%増,이번 턴에 공격 피해를 +100% 얻습니다,Do końca tury zwiększa obrażenia zadawane atakiem o 100%,Ganhe 100% de dano de ataque no turno atual,Урон от атаки +100% на этом ходу,本回合+100%攻击伤害,本回合+100%攻擊傷害
fear-of-faith-ability-description,Gain 2 stacks of |[invulnerability],Donne 2 cumuls d'|[invulnerability] |.,Erhalte 2 Stapel|[invulnerability],Acumula 2 unidades de|[invulnerability].,[invulnerability]|を2スタック獲得,| [invulnerability]|2스택을 얻습니다,Zapewnia 2 kumulacje efektu|[invulnerability],Ganhe 2 acúmulos de|[invulnerability],[invulnerability]| +2 заряда,获得2层|[invulnerability]|叠加,獲得2層|[invulnerability]|疊加
frozen-strike-ability-description,Apply 3 stacks |[weakness]| to target on hit,Inflige 3 cumuls de |[weakness]| à la cible sur une attaque réussie,Wende bei einem Treffer 3 Stapel |[weakness]| auf das Ziel an,Provoca 3 unidades de |[weakness]| al objetivo al acertar.,ヒット時、対象に|[weakness]|を3スタック付与,타격 시 대상에 |[weakness]| 3스택을 적용합니다,Wywołuje u celu 3 kumulacje efektu |[weakness]| przy trafieniu,Aplique 3 acúmulos de |[weakness]| no alvo ao atingir,При попадании накладывает на цель |[weakness]| (3 заряда),命中时对目标施加3层|[weakness]|叠加,命中時對目標施加3層|[weakness]|疊加
frozen-wind-ability-description,Apply |[weakness]| on target; attack it afterwards,Inflige |[weakness]| à la cible; puis l'attaque.,Füge dem Ziel |[weakness]| zu und greife es dann an,Provoca |[weakness]| al objetivo; después ataca.,対象に|[weakness]|を付与し、その後攻撃,대상에게 |[weakness]| 을 적용하고 나서 공격합니다,Wywołuje u celu efekt |[weakness]|; a następnie go atakuje,Inflija |[weakness]| ao alvo; depois ataque-o,Накладывает |[weakness]| на цель и атакует ее,对目标施加|[weakness]|并随后对其发动攻击,對目標施加|[weakness]|接著對其發動攻擊
galefire-ability-description,Apply |[slowness]| on the target,Inflige |[slowness]| à la cible.,Füge dem Ziel |[slowness]| zu,Provoca |[slowness]| al objetivo.,対象に|[slowness]|を付与,대상에게|[slowness]|를 적용합니다,Wywołuje u celu efekt |[slowness],Inflija |[slowness]| ao alvo,Накладывает |[slowness]| на цель,对目标施加|[slowness]|,對目標施加|[slowness]
headbutt-ability-description,Apply |[stun]| on the target on hit,Applique |[stun]| à la cible en cas de coup,Fügt dem Ziel bei einem Treffer |[stun]| zu,Aplica |[stun]| al objetivo al golpear,ヒット時にターゲットに|[stun]|を適用,명중 시 대상에게 |[stun]| 적용,Nakłada |[stun]| na cel przy trafieniu,Aplica |[stun]| no alvo ao acertar,Накладывает |[stun]| на цель при попадании,命中时对目标施加|[stun]|,命中時對目標施加|[stun]|
heart-of-iron-ability-description,Receive |[armor]| that equals to your |[health]|\n|<696969>ACTIVATION CONDITION: receive 3 hits|\n|<696969>resets every battle,Recevez une |[armor]| égale à votre |[health]|\n|<696969>CONDITION D'ACTIVATION: recevoir 3 coups|\n|<696969>se réinitialise à chaque combat,Erhalte |[armor]|; gleich deiner |[health]|\n|<696969>AKTIVIERUNGSBEDINGUNG: 3 Treffer erhalten\n|<696969>setzt sich in jedem Kampf zurück,Recibe |[armor]| igual a tu |[health]|\n|<696969>CONDICIÓN DE ACTIVACIÓN: recibir 3 golpes|\n|<696969>se reinicia en cada combate,|[health]|と同量の|[armor]|を得る|\n|<696969>発動条件: 3回被弾|\n|<696969>毎戦闘でリセット,자신의 |[health]|와 동일한 |[armor]| 획득|\n|<696969>발동 조건: 3회 피격|\n|<696969>전투마다 초기화,Otrzymaj |[armor]| równe twojemu |[health]|\n|<696969>WARUNEK AKTYWACJI: otrzymaj 3 trafienia|\n|<696969>resetuje się w każdej walce,Receba |[armor]| igual ao seu |[health]|\n|<696969>CONDIÇÃO DE ATIVAÇÃO: receber 3 golpes|\n|<696969>reinicia a cada batalha,Получите |[armor]|; значение равно: ваша |[health]||\n|<696969>УСЛОВИЕ АКТИВАЦИИ: получить 3 удара|\n|<696969>сбрасывается в каждом бою,获得等同于你|[health]|的|[armor]||\n|<696969>激活条件: 受到3次攻击|\n|<696969>每场战斗重置,獲得等同於你|[health]|的|[armor]||\n|<696969>啟動條件: 受到3次攻擊|\n|<696969>每場戰鬥重置
mana-regen-ability-description,Regenerate all your missing |[mana],Régénérez tout votre |[mana]|.,Erneuere dein gesamtes fehlendes |[mana],Regenera todo el |[mana].,すべての失われた|[mana]|を回復,상실한 |[mana]|를 모두 재생합니다,Całkowicie regeneruje zużyty zasób |[mana],Regenere toda a sua |[mana]| faltante,Восстанавливается вся потраченная |[mana],恢复你所有已失去的|[mana],再生所有失去的|[mana]
